country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Rwanda,RW,RWA,646,Moderate food poverty,2018,54.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Moderate food poverty,2020,53.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Samoa,WS,WSM,882,Moderate food poverty,2019,55.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Samoa,WS,WSM,882,Moderate food poverty,2019,58.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Samoa,WS,WSM,882,Moderate food poverty,2019,57.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Moderate food poverty,2008,41.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Moderate food poverty,2014,46.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Moderate food poverty,2019,41.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Moderate food poverty,2008,39.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Moderate food poverty,2014,41.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Moderate food poverty,2019,49.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Moderate food poverty,2008,40.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Moderate food poverty,2014,44.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Moderate food poverty,2019,45.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2011,42.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2013,50.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2014,50.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2015,46.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2016,43.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2017,42.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2018,38.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2019,44.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2023,42.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2011,44.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2013,49.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2014,49.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2015,46.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2016,44.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2017,44.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2018,42.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2019,42.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2023,41.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2011,43.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2013,50.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2014,50.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2015,46.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2016,44.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2017,43.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2018,40.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2019,43.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Moderate food poverty,2023,41.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Moderate food poverty,2014,22.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Moderate food poverty,2019,14.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Moderate food poverty,2014,20.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Moderate food poverty,2019,10.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Moderate food poverty,2014,21.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Moderate food poverty,2019,12.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Moderate food poverty,2008,39.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Moderate food poverty,2013,32.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Moderate food poverty,2017,46.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Moderate food poverty,2019,37.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Moderate food poverty,2021,27.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Moderate food poverty,2008,36.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Moderate food poverty,2013,32.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Moderate food poverty,2017,43.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Moderate food poverty,2019,43.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Moderate food poverty,2021,31.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Moderate food poverty,2008,38.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Moderate food poverty,2013,32.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Moderate food poverty,2017,45.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Moderate food poverty,2019,40.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Moderate food poverty,2021,29.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Somalia,SO,SOM,706,Moderate food poverty,2018,23.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Somalia,SO,SOM,706,Moderate food poverty,2018,24.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Somalia,SO,SOM,706,Moderate food poverty,2018,23.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
South Africa,ZA,ZAF,710,Moderate food poverty,2016,37.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
South Africa,ZA,ZAF,710,Moderate food poverty,2016,37.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
South Africa,ZA,ZAF,710,Moderate food poverty,2016,37.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sri Lanka,LK,LKA,144,Moderate food poverty,2016,16.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sri Lanka,LK,LKA,144,Moderate food poverty,2016,16.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sri Lanka,LK,LKA,144,Moderate food poverty,2016,16.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Palestinian Territory, Occupied",PS,PSE,275,Moderate food poverty,2014,40.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Palestinian Territory, Occupied",PS,PSE,275,Moderate food poverty,2020,43.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Palestinian Territory, Occupied",PS,PSE,275,Moderate food poverty,2014,36.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Palestinian Territory, Occupied",PS,PSE,275,Moderate food poverty,2020,41.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Palestinian Territory, Occupied",PS,PSE,275,Moderate food poverty,2014,38.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Palestinian Territory, Occupied",PS,PSE,275,Moderate food poverty,2020,42.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sudan,SD,SDN,736,Moderate food poverty,2014,41.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sudan,SD,SDN,736,Moderate food poverty,2014,42.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sudan,SD,SDN,736,Moderate food poverty,2014,42.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Suriname,SR,SUR,740,Moderate food poverty,2018,46.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Suriname,SR,SUR,740,Moderate food poverty,2018,50.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Suriname,SR,SUR,740,Moderate food poverty,2018,48.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Syrian Arab Republic,SY,SYR,760,Moderate food poverty,2019,38.4,Total,Units,%,External Reanalysis,,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Moderate food poverty,2012,32.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Moderate food poverty,2017,44.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Moderate food poverty,2012,33.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Moderate food poverty,2017,42.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Moderate food poverty,2012,32.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Moderate food poverty,2017,43.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Moderate food poverty,2016,24.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Moderate food poverty,2019,23.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Moderate food poverty,2022,16.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Moderate food poverty,2016,31.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Moderate food poverty,2019,25.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Moderate food poverty,2022,19.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Moderate food poverty,2016,28.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Moderate food poverty,2019,24.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Moderate food poverty,2022,18.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Moderate food poverty,2009,44.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Moderate food poverty,2016,29.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Moderate food poverty,2020,29.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Moderate food poverty,2009,41.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Moderate food poverty,2016,34.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Moderate food poverty,2020,30.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Moderate food poverty,2009,42.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Moderate food poverty,2016,32.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Moderate food poverty,2020,30.0,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Moderate food poverty,2014,48.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Moderate food poverty,2017,50.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Moderate food poverty,2014,48.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Moderate food poverty,2017,50.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Moderate food poverty,2014,48.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Moderate food poverty,2017,50.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tonga,TO,TON,776,Moderate food poverty,2019,32.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tonga,TO,TON,776,Moderate food poverty,2019,35.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tonga,TO,TON,776,Moderate food poverty,2019,33.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Trinidad and Tobago,TT,TTO,780,Moderate food poverty,2022,40.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Trinidad and Tobago,TT,TTO,780,Moderate food poverty,2022,39.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Trinidad and Tobago,TT,TTO,780,Moderate food poverty,2022,39.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tunisia,TN,TUN,788,Moderate food poverty,2018,29.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tunisia,TN,TUN,788,Moderate food poverty,2018,27.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tunisia,TN,TUN,788,Moderate food poverty,2018,28.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Moderate food poverty,2015,12.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Moderate food poverty,2019,26.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Moderate food poverty,2015,12.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Moderate food poverty,2019,26.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Moderate food poverty,2015,12.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Moderate food poverty,2019,26.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Turks and Caicos Islands,TC,TCA,796,Moderate food poverty,2020,14.8,Female,Units,%,Low reliability,,Middle of fieldwork,6 to 23 months old
Turks and Caicos Islands,TC,TCA,796,Moderate food poverty,2020,34.7,Male,Units,%,Low reliability,,Middle of fieldwork,6 to 23 months old
Turks and Caicos Islands,TC,TCA,796,Moderate food poverty,2020,22.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tuvalu,TV,TUV,798,Moderate food poverty,2019,56.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tuvalu,TV,TUV,798,Moderate food poverty,2019,56.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tuvalu,TV,TUV,798,Moderate food poverty,2019,56.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Moderate food poverty,2006,60.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Moderate food poverty,2011,53.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Moderate food poverty,2016,53.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Moderate food poverty,2006,62.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Moderate food poverty,2011,55.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Moderate food poverty,2016,53.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Moderate food poverty,2006,61.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Moderate food poverty,2011,54.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Moderate food poverty,2016,53.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Moderate food poverty,2020,62.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Moderate food poverty,2010,60.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Moderate food poverty,2015,59.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Moderate food poverty,2022,57.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Moderate food poverty,2010,56.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Moderate food poverty,2015,59.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Moderate food poverty,2022,60.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Moderate food poverty,2010,58.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Moderate food poverty,2015,59.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Moderate food poverty,2022,59.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uruguay,UY,URY,858,Moderate food poverty,2018,26.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uruguay,UY,URY,858,Moderate food poverty,2018,22.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uruguay,UY,URY,858,Moderate food poverty,2018,24.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uzbekistan,UZ,UZB,860,Moderate food poverty,2017,40.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uzbekistan,UZ,UZB,860,Moderate food poverty,2021,35.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uzbekistan,UZ,UZB,860,Moderate food poverty,2017,41.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uzbekistan,UZ,UZB,860,Moderate food poverty,2021,30.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uzbekistan,UZ,UZB,860,Moderate food poverty,2017,41.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uzbekistan,UZ,UZB,860,Moderate food poverty,2021,32.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Vanuatu,VU,VUT,548,Moderate food poverty,2023,48.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Vanuatu,VU,VUT,548,Moderate food poverty,2023,50.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Vanuatu,VU,VUT,548,Moderate food poverty,2023,49.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Viet Nam,VN,VNM,704,Moderate food poverty,2014,34.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Viet Nam,VN,VNM,704,Moderate food poverty,2020,38.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Viet Nam,VN,VNM,704,Moderate food poverty,2014,38.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Viet Nam,VN,VNM,704,Moderate food poverty,2020,33.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Viet Nam,VN,VNM,704,Moderate food poverty,2014,36.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Viet Nam,VN,VNM,704,Moderate food poverty,2020,35.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Yemen,YE,YEM,887,Moderate food poverty,2013,46.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Yemen,YE,YEM,887,Moderate food poverty,2021,48.6,Female,Units,%,Reported,,Middle of fieldwork,6 to 23 months old
Yemen,YE,YEM,887,Moderate food poverty,2013,50.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Yemen,YE,YEM,887,Moderate food poverty,2021,50.6,Male,Units,%,Reported,,Middle of fieldwork,6 to 23 months old
Yemen,YE,YEM,887,Moderate food poverty,2013,48.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Yemen,YE,YEM,887,Moderate food poverty,2021,49.6,Total,Units,%,Reported,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Moderate food poverty,2007,46.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Moderate food poverty,2013,53.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Moderate food poverty,2018,52.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Moderate food poverty,2007,45.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Moderate food poverty,2013,50.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Moderate food poverty,2018,53.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Moderate food poverty,2007,46.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Moderate food poverty,2013,51.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Moderate food poverty,2018,53.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2005,48.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2010,50.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2014,55.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2015,52.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2019,55.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2005,49.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2010,46.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2014,54.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2015,51.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2019,60.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2005,49.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2010,48.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2014,54.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2015,51.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Moderate food poverty,2019,58.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
